full_text,label
Beli paket internet &amp; pulsa Telkomsel bisa dapet #CashbackNampol loh! Caranya transaksi di MyTelkomsel min Rp25.000 &amp; bayar pakai OVO Cash bisa dapet cashback OVO points maks 50.000. Yuk transaksi sekarang di https://t.co/2zwfCKtHh0 promo sampai 20 Oktober 2024! *S&amp;K https://t.co/lUYydF5RG9,4
 gusy siapa yg baru tau kalo di Grab bs beli pulsa? ‍️ trus lagi diskon ditambah kode promo makin murah lg. maklum anak pertama hrs beliin pulsa buat adek &amp; ortu. https://t.co/jnGAriNTC0,4
Jangan sampe ketinggalan diskon up to 30 ribu khusus di Oktober ini! Bayar tagihan XL SATU via Tokopedia pake kode promo XLHOMENEW untuk pengguna baru &amp; XLHOMETOPED untuk pelanggan setia Yuk bayar tagihan XL SATU kamu sekarang! #BeraniJadiSatu #SekeluargaJadiSatu https://t.co/L3FAHfcleI,4
HP GRATIS DI HARI MINGGU CUMA DI JAM 19.00-20.00 AJAA Caranya: 1. Follow @tokopedia 2. Repost &amp; Like tweet ini 3. Reply dengan menjawab pertanyaan Sebutin promo Tokopedia Happy Hour yang paling kamu tunggu-tunggu dan produk yang kamu mau beli! 4. Pakai hashtag https://t.co/OdLjet9pcj,4
 GIVEAWAY SAMSUNG GALAXY A15 Hari ini ada Samsung Galaxy A15 senilai 2 8JT++. Mau? Caranya: - FOLLOW @ShopeeID - RT tweet ini - KLIK banner di bawah ini - REPLY sejak kapan kamu pakai Shopee dan apa promo favorit kamu? GOOD LUCK ,4
HARI MINGGU DAPET HP GRATIS CUMA DI JAM 19.00-20.00 AJAA Caranya: 1. Follow @tokopedia 2. Repost &amp; Like tweet ini 3. Reply dengan menjawab pertanyaan Sebutin jam dan promo apa yang paling kamu tunggu-tunggu di Tokopedia Happy Hour! 4. Pakai hashtag #tokopediahappyhour https://t.co/X8IzOKFs7A,4
promo diskon iphone 13 special 10.10 lazada gajian sale https://t.co/XtuADG7yIO,4
diskon pulsa xl promo lazada special 10.10 gajian sale https://t.co/chQOKy62CW,4
promo diskon iphone 11 special 10.10 lazada gajian sale https://t.co/Gy6fw8XgWn,4
Cari info promo burek diskon belanja pulsa kuota tagihan? Daftar kredivo pake referral nazw6rwmo bakal dapet 125k poin (Rp125k) bisa dipotong 25% dari total belanja di shopee/tokped/tiktok/lazada/ buat tagihan ATAU aku bantu cairin kurleb jadi Rp115k. Gaji diisi min 3 juta https://t.co/FwwETNlC2l,4
/ss wts perPCan skz yukk monggo di borong bisa req live/video beli banyak dapet diskon + bonus. Dom tangsel @ ada di pic https://t.co/UFVpsNlG83,4
Kamu juga akan dapetin voucher DISKON 50% kalau pakai kode referral ini: **RIOW2O** Download sekarang aplikasi Jiwa+ di PlayStore/ AppStore https://t.co/vBpQ6noPJW Layanan JIWA+ hadir semakin dekat denganmu! Yuk nikmati keuntungannya sekarang juga!,4
Jadi Data Analyst di negara ini auto tajir💸 Kamu pengen di negara mana nih???🤩 Tertarik jadi Data Analyst? Yuk mulai upgrade skill sekarang & belajar bareng expertnya langsung! 🚀 Daftar bootcamp Data Analysis pakai kode promo SIAP100 buat dapetin diskon 100K di:📍http://myskill.id/bootcamp #LearnAtMySkill,4
"Wah, ada Promo THR dari Pacmann nih, menarik promonya. JPP Max 7,7 jutaan untuk belajar selama setaun. Kurang lebih 650rb sebulan untuk bisa belajar ML/AI atau Data. Kebetulan aku ada referal nih, masukin aja naufaldi24 atau ke http://bit.ly/pac-naufaldi buat bisa mendaftar.",4
"✨ GIVEAWAY ALERT ✨ ADA IPHONE 15 PRO GRATISSSS!! 1.Follow  @LazadaID & tag 3 teman.  2. Like, RT & reply screenshot isi troli kamu di Lazada 11.11 Diskon Terbesar di Lazada + hashtag #MaapMaapNih #Lazada1111ID #LazadaID #LazadaGiveaway SEBANYAK-BANYAKNYA! Periode: 12-18 Nov",4
Flash Sale Tokopedia 🕙 10:00 | 25 Nov *kemungkinan bisa stay pengiriman [Rp979.000] Changhong Google TV 32 inch https://tokopedia.link/eIp3NjXDNOb,4
"Bayar tagihan internet Indihome lebih hemat! Gunakan kode promo INDIHOMEHEMAT untuk cashback hingga Rp30.000. Berlaku khusus pengguna baru Tokopedia. Buruan, promo terbatas sampai akhir bulan ini!",4
"Beli pulsa dapat diskon, di aplikasi Grab aja 🗓️ 10 Oktober 2024 ⏰ Jam 13:00-15:00 Gunakan kode promo DOUBLEUNTUNG untuk tambahan diskon hingga Rp1.500 Cek promonya disini: https://grb.to/3R2Yw67",4
"Beli laptop Lenovo Yoga, Legion, dan Legion LOQ dengan prosesor AMD Ryzen™ dan dapatkan cashback 5% up to Rp1 juta hanya di Tokopedia! Dapatkan di https://t.co/pQwk3P77NO S&K berlaku  #LenovoID #Yoga #Legion #LegionLOQ #AMD #Ryzen #PromoLaptop",4
"Kamu ada rencana beli Smartphone hingga  Elektronik dll, aku saranin  pake kupon diskon [10% s/d 5jt] *cek disini: Studio Ponsel (Produk Apple) http://tokopedia.link/kyC6We5g0Kb Samsung http://tokopedia.link/FWPBZb7g0Kb Xiaomi http://tokopedia.link/ySTFF18g0Kb Oppo http://tokopedia.link/erIq4Xah0Kb",4
"BELANJA DI ASUS ONLINE STORE YUUUK??  Banyak promo nih: Diskon 1,8 Jt untuk AIO Z272 dengan kode voucher 'ASUSAIOZ272' Diskon 300 Rb untuk AIO V161 dengan kode voucher ""ASUSAIOV161"" Bebas Ongkir, 3 Bulan Garansi Ekstra, & bunga 0% dengan kartu BCA. #ASUSshoppingDay",4
Ada #promo gajian nih untuk setiap pembelian accessories di Xiaomi Official Store di @LazadaID pakai kode voucher MIACCS20 ya! S&K berlaku!,4
Diskon Pulsa/Paket Data/Listrik PLN di Tokopedia‼️ Diskon hingga Rp8.000 Minimal pembelian Rp25.000 Kode promo: INSERT15,4
